seed_id,nid,news_id,summary,original_title,category,subvert,original_clickbait_penalty,original_predicted_clickbait,zero_shot_title,zero_shot_model,zero_shot_error,zero_shot_title_clean,zero_shot_clickbait_penalty,zero_shot_predicted_clickbait,clickbait_penalty_delta,clickbait_penalty_reduced,clickbait_threshold,rewritten_title,rewrite_model,rewrite_error,rewritten_title_clean,rewritten_clickbait_penalty,rewritten_predicted_clickbait,rewrite_vs_zero_shot_delta,rewrite_vs_original_delta,final_title,final_clickbait_penalty,final_predicted_clickbait,round2_title,round2_model,round2_error,round2_title_clean,round2_clickbait_penalty,round2_predicted_clickbait,round2_vs_round1_delta,round2_final_title,round2_final_clickbait_penalty,round2_final_predicted_clickbait
1,19315,N33438,"There's really nothing easy about being a NASA astronaut on the International Space Station, and the same goes for spacewalking outside of the orbiting laboratory. It's hard work, and when spacewalks stretch on for hours and hours, you have to be in excellent physical condition to make it through.",NASA's Christina Koch got a little bit messy during first all-female spacewalk,news,newsscienceandtechnology,0.9999181,1,NASA Astronauts on ISS Face Challenges of Long Spacewalks,gpt-4o-mini,,NASA Astronauts on ISS Face Challenges of Long Spacewalks,0.0001108256,0,-0.9998072744035064,True,0.5,,,,,,,,,NASA Astronauts on ISS Face Challenges of Long Spacewalks,0.0001108256,0,,,,,,,,NASA Astronauts on ISS Face Challenges of Long Spacewalks,0.0001108256,0
2,44364,N60123,"LODI -- Spain's king of red grapes, Tempranillo, has found a home in Lodi, where talented growers and winemakers respect and know how to handle the variety. To celebrate International Tempranillo Day, Bokisch Vineyards is putting on the fourth annual Lodi Tour of Tempranillo Friday through Sunday. This year, 13 boutique wineries in the Lodi American Viticultural Area will showcase their ...",Tour of Tempranillo offers taste of Lodi's take on the Spanish varietal,foodanddrink,newstrends,0.0020869977,0,Lodi Celebrates International Tempranillo Day with Winery Tour and Tastings,gpt-4o-mini,,Lodi Celebrates International Tempranillo Day with Winery Tour and Tastings,0.00010743384,0,-0.0019795638566318,True,0.5,,,,,,,,,Lodi Celebrates International Tempranillo Day with Winery Tour and Tastings,0.00010743384,0,,,,,,,,Lodi Celebrates International Tempranillo Day with Winery Tour and Tastings,0.00010743384,0
3,24888,N27810,"Today, roller coasters have become instruments of adrenaline (or torture, depending on your perspective). They break speed records, hurl passengers through space, and some are even designed to trick riders.",The Best Roller Coasters Around the World,travel,traveltripideas,0.99994266,1,Roller Coasters Today: Speed Records and Thrilling Designs,gpt-4o-mini,,Roller Coasters Today: Speed Records and Thrilling Designs,0.00036492007,0,-0.999577739933796,True,0.5,,,,,,,,,Roller Coasters Today: Speed Records and Thrilling Designs,0.00036492007,0,,,,,,,,Roller Coasters Today: Speed Records and Thrilling Designs,0.00036492007,0
4,50407,N13403,"The Seattle Seahawks once again rallied for a win, this time over the previously unbeaten 49ers. And this Seattle team is for real, writes Mike Jones.",'We always believe': Win over 49ers proves Seattle Seahawks' mindset is more than just lip service,sports,football_nfl,0.00012817541,0,Seattle Seahawks Defeat Unbeaten 49ers in a Thrilling Comeback Victory,gpt-4o-mini,,Seattle Seahawks Defeat Unbeaten 49ers in a Thrilling Comeback Victory,0.00010405485,0,-2.412055772761613e-05,True,0.5,,,,,,,,,Seattle Seahawks Defeat Unbeaten 49ers in a Thrilling Comeback Victory,0.00010405485,0,,,,,,,,Seattle Seahawks Defeat Unbeaten 49ers in a Thrilling Comeback Victory,0.00010405485,0
5,42378,N7244,Listed starters for the Cyclones and Longhorns in their 2019 Big 12 Conference matchup at Jack Trice Stadium in Ames.,Depth charts: Projected starters for Iowa State vs. No. 23 Texas,sports,football_ncaa,0.00015676561,0,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,gpt-4o-mini,,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,9.932392e-05,0,-5.74416872317648e-05,True,0.5,,,,,,,,,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,9.932392e-05,0,,,,,,,,Cyclones and Longhorns Announce Starters for 2019 Big 12 Matchup,9.932392e-05,0
6,63352,N1369,A local airman returned home to the Miami Valley on Friday and was greeted by dozens of family and friends.,Local Airman returns from 6 Months in Afghanistan,health,wellness,8.4165134e-05,0,Local airman returns home to Miami Valley to warm welcome from family and friends.,gpt-4o-mini,,Local airman returns home to Miami Valley to warm welcome from family and friends,9.939583e-05,0,1.5230697057336184e-05,False,0.5,,,,,,,,,Local airman returns home to Miami Valley to warm welcome from family and friends,9.939583e-05,0,,,,,,,,Local airman returns home to Miami Valley to warm welcome from family and friends,9.939583e-05,0
7,29280,N3913,"Students at Hartford's new Weaver campus are working to erase stark lines dividing the building's two school communities, the public school drawing students from the neighborhoods and the magnet arts school that mostly serves the suburbs. Working with staff and administrators, they're trying to counteract some of the unintended consequences of relocating and reorganizing three high schools ...","Hartford's Weaver forging a new identity at campus shared by public, magnet students",news,newsus,0.00013871084,0,Students at Hartford's Weaver campus aim to unite two school communities.,gpt-4o-mini,,Students at Hartford's Weaver campus aim to unite two school communities,0.0004026209,0,0.0002639100662431,False,0.5,,,,,,,,,Students at Hartford's Weaver campus aim to unite two school communities,0.0004026209,0,,,,,,,,Students at Hartford's Weaver campus aim to unite two school communities,0.0004026209,0
8,13158,N36369,"Considering that Domingue is slated to be an unrestricted free agent this summer, finding an opportunity to play regularly (even if it isn't necessarily at the NHL level to start with) would be ideal.",Louis Domingue changes agents amid attempt to play at NHL level again,sports,icehockey_nhl,7.8780766e-05,0,Domingue Seeks Regular Playing Opportunity Ahead of Free Agency,gpt-4o-mini,,Domingue Seeks Regular Playing Opportunity Ahead of Free Agency,0.00010380648,0,2.50257141832661e-05,False,0.5,,,,,,,,,Domingue Seeks Regular Playing Opportunity Ahead of Free Agency,0.00010380648,0,,,,,,,,Domingue Seeks Regular Playing Opportunity Ahead of Free Agency,0.00010380648,0
9,5749,N61058,A driver was fatally shot in St. Paul on Sunday night and police are searching for the person responsible.,Driver dies after being shot in St. Paul's Summit-U area,news,newsworld,7.788181e-05,0,"Driver Fatally Shot in St. Paul, Police Investigate Incident",gpt-4o-mini,,"Driver Fatally Shot in St. Paul, Police Investigate Incident",7.7094264e-05,0,-7.875457297278917e-07,True,0.5,,,,,,,,,"Driver Fatally Shot in St. Paul, Police Investigate Incident",7.7094264e-05,0,,,,,,,,"Driver Fatally Shot in St. Paul, Police Investigate Incident",7.7094264e-05,0
10,37719,N1117,The playoffs begin next week across Oklahoma. Here is a complete list of the first-round playoff pairings for each class. Class 6A-I Moore at Edmond Santa Fe Jenks at Mustang Norman at Owasso Tulsa Union at Broken Arrow Class 6A-II Sapulpa at Stillwater Choctaw at Muskogee Midwest City at Bixby Tulsa Washington at Del City Class 5A Woodward at Noble Tulsa Kelley at Collinsville Pryor ...,High school football: First-round playoff pairings,sports,basketball_ncaa,0.0001209557,0,Oklahoma Playoffs Begin Next Week with First-Round Pairings Announced,gpt-4o-mini,,Oklahoma Playoffs Begin Next Week with First-Round Pairings Announced,7.280586e-05,0,-4.8149841491781925e-05,True,0.5,,,,,,,,,Oklahoma Playoffs Begin Next Week with First-Round Pairings Announced,7.280586e-05,0,,,,,,,,Oklahoma Playoffs Begin Next Week with First-Round Pairings Announced,7.280586e-05,0
11,8696,N50539,"It's a decade where you'll meet multiple princesses, a new Queen, The King, Prince and the future King of Pop.",50+ Amazing Things That Happened in the '50s,lifestyle,lifestyledidyouknow,0.99997616,1,"Decade Features Multiple Princesses, New Queen, King, and Future King of Pop",gpt-4o-mini,,"Decade Features Multiple Princesses, New Queen, King, and Future King of Pop",0.6378787,1,-0.3620974440080261,True,0.5,"Decade Includes Several Princesses, New Queen, and Future King of Pop",gpt-4o-mini,,"Decade Includes Several Princesses, New Queen, and Future King of Pop",0.39723188,0.0,-0.2406468231498718,-0.6027442831498718,"Decade Includes Several Princesses, New Queen, and Future King of Pop",0.3972318768501282,0,,,,,,,,"Decade Includes Several Princesses, New Queen, and Future King of Pop",0.3972318768501282,0
12,41048,N38458,"When Monday's game against the Mavericks was tied at 86-86, one of the five Celtics on the floor wasn't even on an NBA roster last year. Now, that might not be surprising if the Celtics were floundering, but they're not. They're doing just the opposite. Now, there is an opportunity for others to contribute as a result of Gordon Hayward's injury. Even with that being the case, Javonte Green wasn't told by Brad Stevens he might see minutes in a...",Javonte Green didn't expect to play as much as he did vs. Mavericks,sports,basketball_nba,0.86899936,1,Celtics' Javonte Green steps up during close game after Hayward's injury,gpt-4o-mini,,Celtics' Javonte Green steps up during close game after Hayward's injury,9.958349e-05,0,-0.8688997765074439,True,0.5,,,,,,,,,Celtics' Javonte Green steps up during close game after Hayward's injury,9.958349e-05,0,,,,,,,,Celtics' Javonte Green steps up during close game after Hayward's injury,9.958349e-05,0
13,55398,N31239,Game wardens are investigating a fatal crash involving an all-terrain passenger vehicle in a small town west of Belfast. The wardens say the crash killed 30-year-old Rachel Curtis of Montville in her hometown on Sunday. They say Curtis was a passenger on an ATV that was traveling on a dirt road when it crashed before noon. The warden service says it is working with the district attorney's office to determine if the driver of the ATV will be...,Charges possible after woman dies in ATV crash,travel,travelnews,8.0252066e-05,0,"Game wardens investigate fatal ATV crash in Montville, killing 30-year-old Rachel Curtis.",gpt-4o-mini,,"Game wardens investigate fatal ATV crash in Montville, killing 30-year-old Rachel Curtis",0.000109494584,0,2.924251773943344e-05,False,0.5,,,,,,,,,"Game wardens investigate fatal ATV crash in Montville, killing 30-year-old Rachel Curtis",0.000109494584,0,,,,,,,,"Game wardens investigate fatal ATV crash in Montville, killing 30-year-old Rachel Curtis",0.000109494584,0
14,5962,N6385,Critics say Procter & Gamble contributes to deforestation and should use recycled materials for paper products,Environmentalists' new target? Charmin toilet paper,finance,finance-companies,7.264649e-05,0,Critics urge Procter & Gamble to address deforestation and use recycled materials.,gpt-4o-mini,,Critics urge Procter & Gamble to address deforestation and use recycled materials,0.00012256,0,4.991350899934977e-05,False,0.5,,,,,,,,,Critics urge Procter & Gamble to address deforestation and use recycled materials,0.00012256,0,,,,,,,,Critics urge Procter & Gamble to address deforestation and use recycled materials,0.00012256,0
15,52250,N35503,Plant officials told workers during early shifts less than 12 hours after a proposed tentative contract agreement was announced publicly.,"Ford-UAW deal includes closing Romeo Engine Plant, moving 600 jobs",news,newsus,6.76546e-05,0,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,gpt-4o-mini,,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,7.226991e-05,0,4.615311470357328e-06,False,0.5,,,,,,,,,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,7.226991e-05,0,,,,,,,,Plant Officials Inform Workers of Tentative Contract Agreement Less Than 12 Hours Later,7.226991e-05,0
16,9698,N59081,": CELEBS AND KID PARTIESTampa Theatre is shaking up its annual Halloween film festival Nightmare on Franklin Street with two live shows. Catch the popular horror-comedy podcast The Last Podcast on the Left at 8 p.m. Friday. $34.50-$44.50. And Barry Bostwick, the star of The Rocky Horror Picture Show, will give a talk before a screening of the cult classic at 7 p.m. and midnight ...",Top things to do in Tampa Bay this weekend: Oct. 18-20,travel,travelarticle,0.9996277,1,Tampa Theatre Hosts Halloween Film Festival with Live Shows and Talks,gpt-4o-mini,,Tampa Theatre Hosts Halloween Film Festival with Live Shows and Talks,9.6256495e-05,0,-0.9995314435045466,True,0.5,,,,,,,,,Tampa Theatre Hosts Halloween Film Festival with Live Shows and Talks,9.6256495e-05,0,,,,,,,,Tampa Theatre Hosts Halloween Film Festival with Live Shows and Talks,9.6256495e-05,0
17,14125,N37428,State officials including Republican Gov. Greg Abbott have targeted Austin's left-leaning policies toward homelessness as encampments have grown more prevalent in Texas' capital city.,"Homeless Become More Visible in Austin, Sparking Political Clash",news,newsus,8.295391e-05,0,"Texas Officials, Including Gov. Abbott, Criticize Austin's Homelessness Policies",gpt-4o-mini,,"Texas Officials, Including Gov. Abbott, Criticize Austin's Homelessness Policies",8.792506e-05,0,4.971148323889971e-06,False,0.5,,,,,,,,,"Texas Officials, Including Gov. Abbott, Criticize Austin's Homelessness Policies",8.792506e-05,0,,,,,,,,"Texas Officials, Including Gov. Abbott, Criticize Austin's Homelessness Policies",8.792506e-05,0
18,64779,N9321,"President Donald Trump was at Walter Reed National Medical Center on Saturday for what the White House said were medical tests as part of his annual physical. The appointment wasn't on his weekend public schedule that was released Friday night, and his last physical was in February. Press secretary Stephanie Grisham said the 73-year-old Trump was ``anticipating a very busy 2020'' and wanted to take advantage of ``a free...",White House: Trump having tests as part of medical checkup,news,newspolitics,0.000117346244,0,Trump Undergoes Medical Tests at Walter Reed as Part of Annual Physical,gpt-4o-mini,,Trump Undergoes Medical Tests at Walter Reed as Part of Annual Physical,0.00010371654,0,-1.3629701928802816e-05,True,0.5,,,,,,,,,Trump Undergoes Medical Tests at Walter Reed as Part of Annual Physical,0.00010371654,0,,,,,,,,Trump Undergoes Medical Tests at Walter Reed as Part of Annual Physical,0.00010371654,0
19,18162,N1836,"In a small study, researchers found that exercising before breakfast led to more fat loss, but not weight loss, than eating beforehand.","The best time to exercise is before breakfast, a new study says",health,fitness,0.0006069636,0,Study finds pre-breakfast exercise increases fat loss without affecting weight loss.,gpt-4o-mini,,Study finds pre-breakfast exercise increases fat loss without affecting weight loss,0.00013279807,0,-0.0004741655282821,True,0.5,,,,,,,,,Study finds pre-breakfast exercise increases fat loss without affecting weight loss,0.00013279807,0,,,,,,,,Study finds pre-breakfast exercise increases fat loss without affecting weight loss,0.00013279807,0
20,50785,N2830,"The Cincinnati Bengals lost running back Giovani Bernard to a knee injury during the team's Week 10 game against the Baltimore Ravens. Bernard went to the blue tent in the second quarter and the team quickly ruled him out. They then revised it to a doubtful tag before he unexpectedly made his return in the second half. At the time of the injury, the Ravens had a 28-3 lead and Bernard had turned two carries into 10 yards while serving as the...","Giovani Bernard suffers knee injury vs. Ravens, eventually returns",sports,football_nfl,9.860407e-05,0,Bengals' Giovani Bernard suffers knee injury during Week 10 game against Ravens,gpt-4o-mini,,Bengals' Giovani Bernard suffers knee injury during Week 10 game against Ravens,0.00017492921,0,7.632514324446798e-05,False,0.5,,,,,,,,,Bengals' Giovani Bernard suffers knee injury during Week 10 game against Ravens,0.00017492921,0,,,,,,,,Bengals' Giovani Bernard suffers knee injury during Week 10 game against Ravens,0.00017492921,0
21,35371,N10963,"In April of this year student activists called for acknowledgment of inaction regarding racism in Worcester's schools. Last month, Worcester voters took to the polls with their selections for the district's new School Committee. The vote reveals that student activists' calls for change have fallen upon deaf ears. With only one person of color elected, Worcester's schools will continue to be ...","As I See It: What Worcester's election means for school discipline, representation",lifestyle,lifestylesmartliving,0.0012295775,0,Worcester's School Committee election shows limited progress on racial representation.,gpt-4o-mini,,Worcester's School Committee election shows limited progress on racial representation,6.8351e-05,0,-0.0011612264993361,True,0.5,,,,,,,,,Worcester's School Committee election shows limited progress on racial representation,6.8351e-05,0,,,,,,,,Worcester's School Committee election shows limited progress on racial representation,6.8351e-05,0
22,57581,N1235,"South Jersey, Group 3 2-Ocean City at 1-Clearview How they got here: Ocean City and Clearivew seem to meet in the sectional final every season, and it's no shock to see both programs back with the years they've both put together. Ocean City continued its impressive play from a year ago, earning wins against Haddonfield and Bishop Eustace to prove itself as one of the state's best. The Red ...","South Jersey, Group 3 final preview: Ocean City at Clearview",news,newsus,9.059603e-05,0,Ocean City Faces Clearview in South Jersey Group 3 Sectional Final,gpt-4o-mini,,Ocean City Faces Clearview in South Jersey Group 3 Sectional Final,8.7165296e-05,0,-3.4307344461406768e-06,True,0.5,,,,,,,,,Ocean City Faces Clearview in South Jersey Group 3 Sectional Final,8.7165296e-05,0,,,,,,,,Ocean City Faces Clearview in South Jersey Group 3 Sectional Final,8.7165296e-05,0
23,57269,N30815,"Buy Microsoft on weakness to its semiannual value level at $131.71, or buy at Friday's close if the stock is above $138.17, the key weekly moving average. The target is its quarterly risky level at $152.47.",How to Trade Microsoft on Solid Earnings but No New Intraday High,finance,finance-top-stocks,0.00017857362,0,Buy Microsoft at semiannual value level or above weekly moving average.,gpt-4o-mini,,Buy Microsoft at semiannual value level or above weekly moving average,0.00010462116,0,-7.39524581186314e-05,True,0.5,,,,,,,,,Buy Microsoft at semiannual value level or above weekly moving average,0.00010462116,0,,,,,,,,Buy Microsoft at semiannual value level or above weekly moving average,0.00010462116,0
24,14089,N38287,WATERBURY A tractor-trailer found itself stuck under a railroad bridge Monday morning. Police said the truck wedge itself under the bridge at West Main Street and Sperry Street. There were some delays in the area while they worked to remove the truck. It's unknown at this time if there was any structural damage to the bridge. Traffic Accident Tractor Trailer stuck under R&R bridge West ...,Tractor-trailer wedges itself under Waterbury bridge Monday morning,news,newsscienceandtechnology,0.00012932549,0,"Tractor-trailer gets stuck under railroad bridge in Waterbury, causing delays.",gpt-4o-mini,,"Tractor-trailer gets stuck under railroad bridge in Waterbury, causing delays",9.600881e-05,0,-3.331668269568474e-05,True,0.5,,,,,,,,,"Tractor-trailer gets stuck under railroad bridge in Waterbury, causing delays",9.600881e-05,0,,,,,,,,"Tractor-trailer gets stuck under railroad bridge in Waterbury, causing delays",9.600881e-05,0
25,48322,N38883,Adam's Corner and Fisher House provide military families resources such as housing and child care.,Adam's Corner celebrates the bravery of our Armed Forces and bring joy to children | Opinion,lifestyle,lifestylefamily,0.9999305,1,Adam's Corner and Fisher House Offer Support for Military Families,gpt-4o-mini,,Adam's Corner and Fisher House Offer Support for Military Families,0.00013612211,0,-0.9997943778924944,True,0.5,,,,,,,,,Adam's Corner and Fisher House Offer Support for Military Families,0.00013612211,0,,,,,,,,Adam's Corner and Fisher House Offer Support for Military Families,0.00013612211,0
26,57983,N30812,"A Sacramento man has opened his doors to a Healdsburg couple and their 18 dogs, 11 of which are five-week-old puppies.",Sacramento Man Takes Wildfire Evacuees And Their 18 Dogs,news,newsus,0.00017466306,0,"Sacramento man houses Healdsburg couple and their 18 dogs, including puppies.",gpt-4o-mini,,"Sacramento man houses Healdsburg couple and their 18 dogs, including puppies",0.00030005688,0,0.0001253938231339,False,0.5,,,,,,,,,"Sacramento man houses Healdsburg couple and their 18 dogs, including puppies",0.00030005688,0,,,,,,,,"Sacramento man houses Healdsburg couple and their 18 dogs, including puppies",0.00030005688,0
27,56246,N25711,Check out photos from the Monster Energy NASCAR Cup Series and NASCAR Xfinity Series playoff weekend at Kansas Speedway.,At-track photos: 2019 Kansas playoff weekend,sports,racing,0.00013012212,0,Photos from NASCAR Cup and Xfinity Series Playoff Weekend at Kansas Speedway,gpt-4o-mini,,Photos from NASCAR Cup and Xfinity Series Playoff Weekend at Kansas Speedway,0.00015343564,0,2.3313521550458978e-05,False,0.5,,,,,,,,,Photos from NASCAR Cup and Xfinity Series Playoff Weekend at Kansas Speedway,0.00015343564,0,,,,,,,,Photos from NASCAR Cup and Xfinity Series Playoff Weekend at Kansas Speedway,0.00015343564,0
28,57327,N42193,"Frank Vogel is aware of the great situation he's in with the Lakers, and he wants to make the best of it.","Frank Vogel says Lakers are 'coolest organization in the NBA,' calls coaching LeBron James and rest of team 'opportunity of a lifetime'",sports,basketball_nba,0.000109991655,0,Frank Vogel aims to maximize opportunity with the Lakers.,gpt-4o-mini,,Frank Vogel aims to maximize opportunity with the Lakers,9.987945e-05,0,-1.011220559196427e-05,True,0.5,,,,,,,,,Frank Vogel aims to maximize opportunity with the Lakers,9.987945e-05,0,,,,,,,,Frank Vogel aims to maximize opportunity with the Lakers,9.987945e-05,0
29,33071,N58911,"PROVIDENCE -- Rhode Island's seasonally adjusted unemployment rage for October was 3.6 percent, the same as September, the state Department of Labor and Training announced Thursday The number of unemployed Rhode Island residents -- those residents classified as available for and actively seeking employment -- was 19,900, down 100 from September, the DLT said. The number of employed Rhode ...","R.I. unemployment rate stays at 3.6%, same as U.S.",finance,finance-real-estate,7.121255e-05,0,Rhode Island's October unemployment rate remains steady at 3.6 percent.,gpt-4o-mini,,Rhode Island's October unemployment rate remains steady at 3.6 percent,7.326707e-05,0,2.0545169094659323e-06,False,0.5,,,,,,,,,Rhode Island's October unemployment rate remains steady at 3.6 percent,7.326707e-05,0,,,,,,,,Rhode Island's October unemployment rate remains steady at 3.6 percent,7.326707e-05,0
30,30561,N28526,Curious just how far your dollar goes in Pleasant Valley? Here's what you can get in neighborhood apartment rentals for $900/month.,What apartments will $900 rent you in Pleasant Valley right now?,finance,finance-real-estate,0.00046313636,0,Apartment Rentals in Pleasant Valley Available for $900/Month,gpt-4o-mini,,Apartment Rentals in Pleasant Valley Available for $900/Month,0.00017289667,0,-0.000290239685515,True,0.5,,,,,,,,,Apartment Rentals in Pleasant Valley Available for $900/Month,0.00017289667,0,,,,,,,,Apartment Rentals in Pleasant Valley Available for $900/Month,0.00017289667,0
31,51318,N61396,"Duane Roots' 1,500hp 6.2L Hemi Charger Hellcat runs on E90 and nitrous, with a huge helping of boost (18 psi) from a 4.5L Whipple blower.","Horsepower! The 1,500hp Hellcat King",autos,autosenthusiasts,0.9994406,1,"Duane Roots' 1,500hp Charger Hellcat Features E90 Fuel and Nitrous Boost",gpt-4o-mini,,"Duane Roots' 1,500hp Charger Hellcat Features E90 Fuel and Nitrous Boost",0.00024649358,0,-0.9991941064176192,True,0.5,,,,,,,,,"Duane Roots' 1,500hp Charger Hellcat Features E90 Fuel and Nitrous Boost",0.00024649358,0,,,,,,,,"Duane Roots' 1,500hp Charger Hellcat Features E90 Fuel and Nitrous Boost",0.00024649358,0
32,51949,N49742,Interstate 70 has reopened near Hoke Road after a rollover crash left all westbound lanes closed around 1 a.m.,I-70 westbound reopened after single-car rollover crash,autos,autosnews,9.5597425e-05,0,Interstate 70 reopens near Hoke Road after rollover crash cleared.,gpt-4o-mini,,Interstate 70 reopens near Hoke Road after rollover crash cleared,6.8509245e-05,0,-2.708817953402474e-05,True,0.5,,,,,,,,,Interstate 70 reopens near Hoke Road after rollover crash cleared,6.8509245e-05,0,,,,,,,,Interstate 70 reopens near Hoke Road after rollover crash cleared,6.8509245e-05,0
33,26390,N53703,"State Highway Patrol troopers tried to stop a vehicle after it went left of center around 2:19 a.m. on Park Road near state Route 49, according to a release from Wapakoneta Ohio State Highway Patrol.","Troopers attempt to stop impaired driver, ends with vehicle into tree",autos,autosnews,0.00016354157,0,State Highway Patrol Attempts to Stop Vehicle for Traffic Violation in Wapakoneta,gpt-4o-mini,,State Highway Patrol Attempts to Stop Vehicle for Traffic Violation in Wapakoneta,7.919338e-05,0,-8.434819195803599e-05,True,0.5,,,,,,,,,State Highway Patrol Attempts to Stop Vehicle for Traffic Violation in Wapakoneta,7.919338e-05,0,,,,,,,,State Highway Patrol Attempts to Stop Vehicle for Traffic Violation in Wapakoneta,7.919338e-05,0
